Country Code,Country,Income Type,Region,Source,Classification,Approval Date,Last Updated,Project Title,Project ID,Total Committed Amount (original currency mn),x : USD,Total Amount Committed (USD mn),Loan Amount Committed (USD mn),Grant Amount Committed (USD mn),Grant Portion,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Aug-16,Sep-16,Apr-19,Jul-19,Total Disbursed,Comment,Press release/project website,Additional source,potential_duplication,Flow ID
NPL,Nepal,Low income,South Asia,"Germany, Government of",,2015-05-20,2015-07-15,Medical relief supplies to earthquake for underserved health facilities in Nepal (AA-S05 321.50 NPL 05/15),"AA-S05 321.50 NPL 05/15, [EDRIS:71583]",0.15,0.904,0.165929,,0.165929,1,0,0.165929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165929,,,,FALSE,130262
NPL,Nepal,Low income,South Asia,"",,2015-05-20,2015-07-02,"Earthquake Relief Response -WASH, Kathmandu Valley, Sindhupalchowk, Dhading (through UNICEF)","",128.708674,101.5015,1.268047,,1.268047,1,0,1.268047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.268047,,,,FALSE,131268
NPL,Nepal,Low income,South Asia,"Korea, Republic of, Government of",,2015-05-21,2015-05-21,IFRC emergency appeal,"",0.274997,0.948,0.290081,,0.290081,1,0,0.290081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290081,,,,FALSE,129410
NPL,Nepal,Low income,South Asia,"",,2015-05-21,2015-05-21,IFRC emergency appeal (from various IFRC National Socities),"",2.587261,0.948,2.729178,,2.729178,1,0,2.729178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.729178,,,,FALSE,129412
NPL,Nepal,Low income,South Asia,"",,2015-05-21,2015-05-21,in kind - foods and transport  - IFRC emergency appeal (from various IFRC National Socities),"",6.163261,0.948,6.50133,,6.50133,1,0,6.50133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50133,,,,FALSE,129413
NPL,Nepal,Low income,South Asia,"Netherlands, Government of",,2015-05-21,2015-07-03,Contribution to WFP emergency (food) aid activities within the scope of the UNOCHA Flash Appeal Nepal Earthquake. (27690 (DSH0120288)),"27690 (DSH0120288), [EDRIS:71399]",3.5,0.904,3.871681,,3.871681,1,0,3.871681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.871681,,,,FALSE,129596
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Luxembourg,,2015-05-21,2015-06-02,to be allocated to specific projects,"",0.22,0.903999,0.243363,,0.243363,1,0,0.243363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243363,,,,FALSE,130059
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Switzerland,,2015-05-21,2015-09-03,to be allocated to specific projects,"",1.2,0.948,1.265823,,1.265823,1,0,1.265823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.265823,,,,FALSE,130062
NPL,Nepal,Low income,South Asia,"Netherlands, Government of",,2015-05-21,2017-11-21,Contribution to WFP emergency aid activities within the scope of the UNOCHA Flash Appeal Nepal Earthquake. (27690 (DSH0120288)),"27690 (DSH0120288), [EDRIS:71399]",0.7,0.904,0.774336,,0.774336,1,0,0.774336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774336,,,,FALSE,131314
NPL,Nepal,Low income,South Asia,"Netherlands, Government of",,2015-05-21,2015-07-03,Contribution to WFP emergency aid activities within the scope of the UNOCHA Flash Appeal Nepal Earthquake. (27690 (DSH0120288)),"27690 (DSH0120288), [EDRIS:71399]",0.8,0.904,0.884956,,0.884956,1,0,0.884956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884956,,,,FALSE,131315
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Switzerland,,2015-05-22,2015-06-02,to be allocated to specific projects,"",0.25,0.903999,0.276549,,0.276549,1,0,0.276549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276549,,,,FALSE,130063
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-05-22,2015-07-03,to be allocated to specific projects,"",,,4.939252,,4.939252,1,0,4.939252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.939252,,,,FALSE,131317
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-05-22,2015-07-03,to be allocated to specific projects,"",,,1.347706,,1.347706,1,0,1.347706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.347706,,,,FALSE,131319
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Belgium,,2015-05-24,2015-12-22,to be allocated to specific projects,"",1.339,0.904,1.481195,,1.481195,1,0,1.481195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.481195,,,,FALSE,129763
NPL,Nepal,Low income,South Asia,UNICEF National Committee/France,,2015-05-24,2015-09-03,to be allocated to specific projects,"",2.745,0.904,3.036504,,3.036504,1,0,3.036504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.036504,,,,FALSE,129764
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Germany,,2015-05-24,2015-12-22,to be allocated to specific projects,"",7.05,0.904,7.798673,,7.798673,1,0,7.798673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.798673,,,,FALSE,129765
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Hong Kong,,2015-05-24,2015-09-03,to be allocated to specific projects,"",,,3.49359,,3.49359,1,0,3.49359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49359,,,,FALSE,129766
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Iceland,,2015-05-24,2015-11-09,to be allocated to specific projects,"",,,0.120498,,0.120498,1,0,0.120498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120498,,,,FALSE,129767
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Italy,,2015-05-24,2015-09-03,to be allocated to specific projects,"",2,0.904,2.212389,,2.212389,1,0,2.212389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.212389,,,,FALSE,129768
NPL,Nepal,Low income,South Asia,UNICEF National Committee/New Zealand,,2015-05-24,2015-12-22,to be allocated to specific projects,"",1.240934,1.298,0.956035,,0.956035,1,0,0.956035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956035,,,,FALSE,129771
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Slovenia,,2015-05-24,2015-08-11,to be allocated to specific projects,"",0.246,0.903998,0.272124,,0.272124,1,0,0.272124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272124,,,,FALSE,129772
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Spain,,2015-05-24,2015-12-22,to be allocated to specific projects,"",5.59792,0.904,6.192389,,6.192389,1,0,6.192389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.192389,,,,FALSE,129773
NPL,Nepal,Low income,South Asia,"United Arab Emirates, Government of",,2015-05-24,2015-06-18,In-Kind - Shipping of various humanitarian relief items to Nepal by air (total volume: 327.29 CBM)  [from International Humanitarian City] (IHC-2015-001),IHC-2015-001,2.083766,3.672999,0.56732,,0.56732,1,0,0.56732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56732,,,,FALSE,130702
NPL,Nepal,Low income,South Asia,"",,2015-05-24,2015-07-02,Oxfam WASH Earthquake Response (through INDITEX (Corporate donation),"",0.061333,0.904,0.067846,,0.067846,1,0,0.067846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067846,,,,FALSE,131271
NPL,Nepal,Low income,South Asia,"",,2015-05-24,2015-07-02,Emergency Shelter (through INDITEX (Corporate donation),"",0.061333,0.904,0.067846,,0.067846,1,0,0.067846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067846,,,,FALSE,131272
NPL,Nepal,Low income,South Asia,"",,2015-05-24,2015-07-02,WASH (through INDITEX (Corporate donation),"",0.092,0.904,0.10177,,0.10177,1,0,0.10177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10177,,,,FALSE,131273
NPL,Nepal,Low income,South Asia,"",,2015-05-24,2015-07-02,Food security (through INDITEX (Corporate donation),"",0.153333,0.904,0.169616,,0.169616,1,0,0.169616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169616,,,,FALSE,131274
NPL,Nepal,Low income,South Asia,"",,2015-05-24,2015-07-02,Shelter (through INDITEX (Corporate donation),"",0.092,0.904,0.10177,,0.10177,1,0,0.10177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10177,,,,FALSE,131275
NPL,Nepal,Low income,South Asia,"Thailand, Government of",,2015-05-25,2015-06-19,Addressing health needs in the earthquake affected population,"",,,1,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,FALSE,129560
NPL,Nepal,Low income,South Asia,"Finland, Government of",,2015-05-25,2015-06-18,Aid to victims of earthquakes in Nepal,[EDRIS:71479],0.9,0.904,0.995575,,0.995575,1,0,0.995575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995575,,,,FALSE,130693
NPL,Nepal,Low income,South Asia,"Finland, Government of",,2015-05-25,2015-06-18,Aid to victims of earthquakes in Nepal,[EDRIS:71545],0.06,0.904,0.066372,,0.066372,1,0,0.066372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066372,,,,FALSE,130692
NPL,Nepal,Low income,South Asia,"Thailand, Government of",,2015-05-26,2016-03-14,Regional Office for Asia and the Pacific [OCT 4896]; [1402/1132],[OCT 4896];[1402/1132],,,1,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,FALSE,129597
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-05-26,2015-07-03,Addressing health needs in the earthquake affected population  (USAID/OFDA),"",,,0.5,,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,,,FALSE,129578
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-05-26,2015-08-17,Natural disasters / Humanitarian emergency response for populations affected by the Nepal Earthquake (ECHO/-SA/BUD/2015/91033),"ECHO/-SA/BUD/2015/91033, [EDRIS:-32907]",1,0.904,1.106195,,1.106195,1,0,1.106195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.106195,,,,FALSE,129731
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-05-26,2017-11-21,Natural disasters / Provision of Humanitarian Air Services in Nepal (part of ECHO/-SA/BUD/2015/91032),"part of ECHO/-SA/BUD/2015/91032, [EDRIS:-32847]",0.4,0.904,0.442478,,0.442478,1,0,0.442478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442478,,,,FALSE,130084
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-05-26,2015-08-17,Natural disasters / to be allocated to specific projects (part of ECHO/-SA/BUD/2015/91032),"part of ECHO/-SA/BUD/2015/91032, [EDRIS:-32847]",1.3,0.904,1.438053,,1.438053,1,0,1.438053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.438053,,,,FALSE,131313
NPL,Nepal,Low income,South Asia,"Japan, Government of",,2015-05-26,2015-07-29,Rehabilitation of public water supply system in Nepal,"",24.838617,119.1198,0.208518,,0.208518,1,0,0.208518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208518,,,,FALSE,132101
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Andorra,,2015-05-27,2015-09-03,to be allocated to specific projects,"",0.025936,0.91798,0.028254,,0.028254,1,0,0.028254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028254,,,,FALSE,130963
NPL,Nepal,Low income,South Asia,"Japan, Government of",,2015-05-27,2015-07-29,Support for construction of schools in Nepal,"",44.915725,119.1199,0.377063,,0.377063,1,0,0.377063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377063,,,,FALSE,132102
NPL,Nepal,Low income,South Asia,"Japan, Government of",,2015-05-27,2015-07-29,Support for construction of temporary houses in Nepal,"",46.205297,119.1199,0.387889,,0.387889,1,0,0.387889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387889,,,,FALSE,132103
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-05-28,2015-05-29,Natural disasters / Emergency shelter for earthquake affected populations in Nepal (ECHO/-SA/BUD/2015/91036),"ECHO/-SA/BUD/2015/91036, [EDRIS:-32987]",0.6,0.904,0.663717,,0.663717,1,0,0.663717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663717,,,,FALSE,129725
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-05-28,2015-08-03,Natural disasters / Shelter and NFI relief to earthquake affected populations of the West and Central Development regions of Nepal. (ECHO/-SA/BUD/2015/91035),"ECHO/-SA/BUD/2015/91035, [EDRIS:-32968]",0.71287,0.904,0.788573,,0.788573,1,0,0.788573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788573,,,,FALSE,129727
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-05-28,2015-09-01,Natural disasters / Nepal Earthquake Response Programme - Shelter Assistance for Disaster-Affected Communities in 4 districts of Nepal (21 communities) (ECHO/-SA/BUD/2015/91034),"ECHO/-SA/BUD/2015/91034, [EDRIS:-32908]",0.5,0.904,0.553097,,0.553097,1,0,0.553097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553097,,,,FALSE,129878
NPL,Nepal,Low income,South Asia,"",,2015-05-29,2015-08-11,to be allocated to specific projects (from UNICEF office/Indonesia),"",,,0.164154,,0.164154,1,0,0.164154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164154,,,,FALSE,130970
NPL,Nepal,Low income,South Asia,Office for the Coordination of Humanitarian Affairs,,2015-05-29,2015-07-28,Distribution of maternity tents and dignity kits to Dolakha,3FPBF,,,0.02,,0.02,1,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,,,,FALSE,132014
NPL,Nepal,Low income,South Asia,Office for the Coordination of Humanitarian Affairs,,2015-05-29,2015-07-28,Distribution of maternity tents and dignity kits to Dolakha,3FPBF,,,0.08,,0.08,1,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,,,,FALSE,132015
NPL,Nepal,Low income,South Asia,"",,2015-05-31,2015-11-10,to be allocated to specific projects (from UNICEF office/Serbia),"",,,0.039066,,0.039066,1,0,0.039066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039066,,,,FALSE,130971
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-06-01,2015-06-23,to be allocated to specific projects (through Micronutrient Initiative),"",0.2,1.252003,0.159744,,0.159744,1,0,0,0.159744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159744,,,,FALSE,130964
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Norway,,2015-06-09,2015-10-08,to be allocated to specific projects,"",8.9,7.850999,1.133614,,1.133614,1,0,0,1.133614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.133614,,,,FALSE,130965
NPL,Nepal,Low income,South Asia,"",,2015-06-01,2015-08-11,to be allocated to specific projects (from UNICEF office/Colombia),"",,,0.075191,,0.075191,1,0,0,0.075191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075191,,,,FALSE,130968
NPL,Nepal,Low income,South Asia,"",,2015-06-01,2015-08-11,to be allocated to specific projects (from UNICEF office/Costa Rica),"",,,0.000625,,0.000625,1,0,0,0.000625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000625,,,,FALSE,130969
NPL,Nepal,Low income,South Asia,"",,2015-06-01,2015-08-05,to be allocated to specific projects (from UNICEF office/Peru),"",,,0.000404,,0.000404,1,0,0,0.000404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000404,,,,FALSE,130972
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-06-01,2015-12-22,to be allocated to specific projects (International On-line Donations),"",,,0.538836,,0.538836,1,0,0,0.538836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538836,,,,FALSE,131541
NPL,Nepal,Low income,South Asia,"",,2015-06-01,2015-12-22,to be allocated to specific projects (from UNICEF office/Romania),"",,,0.438243,,0.438243,1,0,0,0.438243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438243,,,,FALSE,132446
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-08-19,2015-12-01,QZA-12/0763-259/Emergency Earthquake Nepal,QZA-12/0763-259,2.5,8.189,0.305288,,0.305288,1,0,0,0.305288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305288,,,,FALSE,136179
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-08-06,2015-12-01,NPL-15/0010/Caritas Norway - Emergency Response Nepal Earthquake,NPL-15/0010,2.5,8.189,0.305288,,0.305288,1,0,0,0.305288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305288,,,,FALSE,136181
NPL,Nepal,Low income,South Asia,Qatar Charity,,2015-06-02,2015-09-15,600 Beneficiaries - shelter and NFIs,"",0.27375,3.641,0.075185,,0.075185,1,0,0,0.075185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075185,,,,FALSE,133633
NPL,Nepal,Low income,South Asia,"Germany, Government of",,2015-06-03,2015-06-08,Emergency humanitarian assistance for earthquake victims in Nepal in 2015 (AA-S05 321.50 NPL 04/15),"AA-S05 321.50 NPL 04/15, [EDRIS:71587]",0.4,0.918,0.43573,,0.43573,1,0,0,0.43573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43573,,,,FALSE,130259
NPL,Nepal,Low income,South Asia,"Mauritius, Government of",,2015-06-03,2015-06-17,Rehabilitation of community based infrastructure and emergency employment for immediate livelihoods support,NPL-15/ER/80454/R/17142,,,0.997252,,0.997252,1,0,0,0.997252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997252,,,,FALSE,130425
NPL,Nepal,Low income,South Asia,"",,2015-06-03,2015-08-05,to be allocated to specific projects (from UNICEF office/Armenia),"",,,0.1,,0.1,1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,,FALSE,130967
NPL,Nepal,Low income,South Asia,"Thailand, Government of",,2015-06-04,2015-06-19,to provide emergency relief to populations affected by the devastating earthquake in Nepal - 1) long-term restoration such as building a national blood donation center which is equipped with necessary equipment; 2) restoring school.,"",,,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,FALSE,130757
NPL,Nepal,Low income,South Asia,"Japan, Government of",,2015-06-04,2015-07-29,Support for distribution of NFIs and construction of  shelters in Nepal,"",63.8871,124.2299,0.514265,,0.514265,1,0,0,0.514265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514265,,,,FALSE,132105
NPL,Nepal,Low income,South Asia,"Australia, Government of",,2015-06-04,2015-10-16,Reviving micro-enterprises,"",,,2,,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,FALSE,134539
NPL,Nepal,Low income,South Asia,"Sweden, Government of",,2015-06-05,2015-06-09,Support to IOM Demolitions,[EDRIS:71589],3.92,8.507,0.460797,,0.460797,1,0,0,0.460797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460797,,,,FALSE,130294
NPL,Nepal,Low income,South Asia,"Germany, Government of",,2015-06-05,2015-06-12,"Emergency assistance to the population affected by the earthquake - Shelter and non-food items, Food (AA-S05 321.50 NPL 06/15)","AA-S05 321.50 NPL 06/15, [EDRIS:71664]",0.275265,0.918,0.299853,,0.299853,1,0,0,0.299853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299853,,,,FALSE,130459
NPL,Nepal,Low income,South Asia,"Thailand, Government of",,2015-06-05,2015-06-19,to provide emergency relief to populations affected by the devastating earthquake in Nepal - 1) long-term restoration such as building a national blood donation center which is equipped with necessary equipment; 2) restoring school.,"",,,8,,8,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,FALSE,130758
NPL,Nepal,Low income,South Asia,"Australia, Government of",,2015-06-05,2015-07-03,to be allocated to specific projects,"",,,0.556827,,0.556827,1,0,0,0.556827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556827,,,,FALSE,131318
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Switzerland,,2015-06-09,2015-06-23,to be allocated to specific projects,"",,,0.2,,0.2,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,,,FALSE,130966
NPL,Nepal,Low income,South Asia,"Luxembourg, Government of",,2015-06-10,2015-06-11,Emergency relief - shelter and NFIs (AH/CAR/2015/0004),"AH/CAR/2015/0004, [EDRIS:71661]",0.055,0.918,0.059913,,0.059913,1,0,0,0.059913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059913,,,,FALSE,130381
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-05-11,2015-11-24,QZA-09/265-103/Emergency relief directed at people with disabilities,QZA-09/265-103,1,7.851,0.127372,,0.127372,1,0,0,0.127372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127372,,,,FALSE,128751
NPL,Nepal,Low income,South Asia,"Germany, Government of",,2015-06-11,2015-06-15,"The aim of the project is to improve the conditions for basic medical care in selected districts. To this end, the projects in 14 districts supported the health authorities to control and coordinate actions and the preparation of reconstruction based on detailed situation analysis. (2015.1827.3)","2015.1827.3, [EDRIS:71671]",0.5,0.918,0.544662,,0.544662,1,0,0,0.544662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544662,,,,FALSE,130493
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-06-11,2015-06-23,to be allocated to specific projects,"",,,3.367401,,3.367401,1,0,0,3.367401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.367401,,,,FALSE,130973
NPL,Nepal,Low income,South Asia,"Latvia, Government of",,2015-06-11,2015-09-07,"Provide funding to UNICEF in order to support deliveries of emergency supplies to the remotest districts of Nepal, that have been very difficult to access, as well as provide health care, improve sanitation, water and higene for children affected by earthquake",[EDRIS:72029],0.02,0.918021,0.021786,,0.021786,1,0,0,0.021786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021786,,,,FALSE,133286
NPL,Nepal,Low income,South Asia,"Japan, Government of",,2015-06-12,2015-06-29,Strengthening Humanitarian Coordination and Advocacy in Nepal (OCT 4851),[OCT 4851];[HK/OCHA/208],23.80925,119.0462,0.2,,0.2,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,,,FALSE,128400
NPL,Nepal,Low income,South Asia,"Ireland, Government of",,2015-06-12,2015-07-02,"Earthquake Relief Response - WASH, Gorkha","",0.09434,0.918,0.102767,,0.102767,1,0,0,0.102767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102767,,,,FALSE,131266
NPL,Nepal,Low income,South Asia,"Japan, Government of",,2015-06-12,2015-07-29,Distribution of foods and NFIs in Nepal,"",29.98642,124.2301,0.241378,,0.241378,1,0,0,0.241378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241378,,,,FALSE,132104
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-06-17,2015-06-23,Coordination response  (OCT 4910),[OCT 4910],,,0.0027,,0.0027,1,0,0,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,,,,FALSE,130491
NPL,Nepal,Low income,South Asia,United Nations Development Programme,,2015-06-17,2015-06-17,Rehabilitation of community based infrastructure and emergency employment for immediate livelihoods support,"",,,0.5,,0.5,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,,,FALSE,130647
NPL,Nepal,Low income,South Asia,"",,2015-06-17,2015-06-17,Safe Emergency Debris Removal and Management to prepare for shelter and recovery of earthquake affected communities in Nepal (from UNDP Goodwill Ambassador),"",,,0.01,,0.01,1,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,,,,FALSE,130648
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-06-17,2015-06-17,"Safe Emergency Debris Removal and Management to prepare for shelter and recovery of earthquake affected communities in Nepal (from Ryohin Keikaku Co. Ltd  (""""MUJI""""), Japan)","",,,0.025,,0.025,1,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,,,,FALSE,130649
NPL,Nepal,Low income,South Asia,"",,2015-06-17,2015-07-02,Oxfam WASH Earthquake Response,"",0.412786,0.918,0.449658,,0.449658,1,0,0,0.449658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449658,,,,FALSE,131282
NPL,Nepal,Low income,South Asia,"",,2015-06-17,2015-07-02,Supporting food security and agricultural stabilisation for earthquake-affected populations in Nepal,"",0.18346,0.918,0.199847,,0.199847,1,0,0,0.199847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199847,,,,FALSE,131283
NPL,Nepal,Low income,South Asia,"",,2015-06-17,2015-07-02,Emergency Shelter,"",0.321056,0.918,0.349734,,0.349734,1,0,0,0.349734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349734,,,,FALSE,131284
NPL,Nepal,Low income,South Asia,"",,2015-06-17,2015-07-02,WASH,"",0.619179,0.918,0.674487,,0.674487,1,0,0,0.674487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674487,,,,FALSE,131286
NPL,Nepal,Low income,South Asia,"",,2015-06-17,2015-07-02,Food security,"",0.275191,0.918,0.299772,,0.299772,1,0,0,0.299772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299772,,,,FALSE,131287
NPL,Nepal,Low income,South Asia,"",,2015-06-17,2015-07-02,Shelter,"",0.481584,0.918,0.524601,,0.524601,1,0,0,0.524601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524601,,,,FALSE,131288
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-06-18,2015-07-02,Oxfam WASH Earthquake Response,"",0.1575,0.655,0.240458,,0.240458,1,0,0,0.240458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240458,,,,FALSE,131276
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-06-18,2015-07-02,Supporting food security and agricultural stabilisation for earthquake-affected populations in Nepal,"",0.0205,0.655,0.031298,,0.031298,1,0,0,0.031298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031298,,,,FALSE,131277
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-06-18,2015-07-02,Emergency Shelter,"",0.252,0.655,0.384733,,0.384733,1,0,0,0.384733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384733,,,,FALSE,131278
